DOD Component,DOD Country,DOD Joint Base,DOD Status,DOD Site Name,DOD State,Carcinogen,Chemical Name,Classification,Clean Air Act,Date Signed,Elemental Metal,Facility City,Facility County,Facility Name,Facility State,Facility Street,Facility Zip Code,Federal Facility,Metal,Mixture Name,PFAS,Reporting Year,TRI Chemical ID,TRIFD,Unit of Measure,X,Y
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2006-06-23,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2005,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Ethylbenzene,TRI,YES,2007-06-20,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2006,0000100414,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2007-06-20,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2006,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2008-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2007,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2007-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2007,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2008-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2007,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Ethylbenzene,TRI,YES,2008-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2007,0000100414,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2009-06-29,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2008,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2009-06-29,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2008,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2009-06-29,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2008,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2010-06-21,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2009,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2010-06-21,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2009,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2010-06-21,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2009,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2011-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2010,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2011-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2010,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2011-06-27,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2010,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2012-06-21,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2011,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,NO,Lead compounds,PBT,YES,2012-06-21,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2011,N420,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,NO,Lead compounds,PBT,YES,2012-06-21,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2011,N420,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,NO,Lead compounds,PBT,YES,2013-06-24,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2012,N420,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2013-06-24,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2012,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,NO,Lead compounds,PBT,YES,2013-06-24,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2012,N420,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2014-06-25,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2013,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2014-06-25,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2013,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2014-06-25,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2013,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2015-06-26,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2014,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2015-06-26,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2014,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2015-06-26,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2014,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2016-06-22,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2015,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2016-06-22,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2015,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2016-06-22,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2015,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2017-06-20,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2016,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2017-06-20,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2016,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2017-06-20,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2016,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2018-06-11,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2017,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2018-06-11,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2017,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2018-06-11,,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2017,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2019-06-24,NO,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2018,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2019-06-24,NO,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2018,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Lead,PBT,YES,2019-06-24,NO,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,YES,,NO,2018,0007439921,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2020-06-09,NO,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2019,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Seymour Johnson Air Force Base,North Carolina,YES,Naphthalene,TRI,YES,2021-06-24,NO,GOLDSBORO,WAYNE,US DOD USAF SEYMOUR JOHNSON AFB,NC,4 CES CC 1095 PETERSON AVE,27531,YES,NO,,NO,2020,0000091203,27531SRFRC4CESC,Pounds,-77.968849,35.349475
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Xylene (mixed isomers),TRI,YES,1995-05-30,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,NO,,NO,1994,0001330207,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,1995-06-14,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,NO,,NO,1994,0007647010,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Toluene,TRI,YES,1995-05-30,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,NO,,NO,1994,0000108883,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,"Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)",TRI,YES,1996-06-26,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,NO,,NO,1995,0007647010,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2005-06-17,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2004,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2006-06-30,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2005,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2006-06-29,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2006,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2008-06-30,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2007,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2009-06-30,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2008,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2010-06-23,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2009,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2011-06-27,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2010,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2012-06-21,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2011,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2014-06-18,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2013,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2015-06-16,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2014,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2017-06-28,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2016,N420,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2018-06-22,,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2017,N420,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,YES,Lead,PBT,YES,2020-06-05,NO,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2019,0007439921,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2021-06-08,YES,ALBUQUERQUE,BERNALILLO,US DOE -SANDIA FIELD OFFICE,NM,1515 EUBANK SE,87123,YES,YES,,NO,2020,N420,87185SDSNDPENNS,Pounds,-106.540045,35.034263
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2006-06-08,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2005,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2007-06-25,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2006,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2008-06-25,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2007,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2009-06-27,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2008,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2010-06-04,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2009,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2011-02-09,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2010,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2012-02-22,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2011,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2013-03-07,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2012,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2014-02-24,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2013,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2015-02-19,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2014,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2016-03-02,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2015,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2017-02-02,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2016,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2018-02-06,,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2017,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2019-02-25,YES,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2018,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2020-02-05,YES,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2019,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Kirtland Air Force Base,New Mexico,NO,Lead compounds,PBT,YES,2021-01-27,YES,ALBUQUERQUE,BERNALILLO,US DOE NATIONAL TRAINING CENTER,NM,BLDG 30132 KAFB,87117,YES,YES,,NO,2020,N420,87117SDNNPBLDG3,Pounds,-106.44861,35.00444
AF Active,United States,N/A,ACT,Malmstrom Air Force Base,Montana,NO,Lead compounds,PBT,YES,2008-06-24,,MALMSTROM AFB,CASCADE,US DOD USAF MALMSTROM AFB,MT,39 78TH ST N 341 CES CEAN,594027536,YES,YES,,NO,2007,N420,59402SDDSR3978T,Pounds,-111.190594,47.516185
AF Active,United States,N/A,ACT,Malmstrom Air Force Base,Montana,YES,Lead,PBT,YES,2009-06-17,,MALMSTROM AFB,CASCADE,US DOD USAF MALMSTROM AFB,MT,39 78TH ST N 341 CES CEAN,594027536,YES,YES,,NO,2008,0007439921,59402SDDSR3978T,Pounds,-111.190594,47.516185
AF Active,United States,N/A,ACT,Malmstrom Air Force Base,Montana,YES,Lead,PBT,YES,2010-06-17,,MALMSTROM AFB,CASCADE,US DOD USAF MALMSTROM AFB,MT,39 78TH ST N 341 CES CEAN,594027536,YES,YES,,NO,2009,0007439921,59402SDDSR3978T,Pounds,-111.190594,47.516185
AF Active,United States,N/A,ACT,Malmstrom Air Force Base,Montana,YES,Lead,PBT,YES,2011-06-28,,MALMSTROM AFB,CASCADE,US DOD USAF MALMSTROM AFB,MT,39 78TH ST N 341 CES CEAN,594027536,YES,YES,,NO,2010,0007439921,59402SDDSR3978T,Pounds,-111.190594,47.516185
AF Active,United States,N/A,ACT,Malmstrom Air Force Base,Montana,YES,Lead,PBT,YES,2011-06-28,,MALMSTROM AFB,CASCADE,US DOD USAF MALMSTROM AFB,MT,39 78TH ST N 341 CES CEAN,594027536,YES,YES,,NO,2010,0007439921,59402SDDSR3978T,Pounds,-111.190594,47.516185
AF Active,United States,N/A,ACT,Malmstrom Air Force Base,Montana,YES,Lead,PBT,YES,2012-06-12,,MALMSTROM AFB,CASCADE,US DOD USAF MALMSTROM AFB,MT,39 78TH ST N 341 CES CEAN,594027536,YES,YES,,NO,2011,0007439921,59402SDDSR3978T,Pounds,-111.190594,47.516185
